Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,,,,,,,,
Mitoxantrone dihydrochloride,Jan-26,0.012926986,0.03839401,0,0,88.73333333,385.8514207,ESR1,,,,,,,,
clomiphene CTD 00005686,Jan-26,0.012926986,0.03839401,0,0,88.73333333,385.8514207,ESR1,,,,,,,,
2,4-DIHYDROXYBENZOPHENONE CTD 00003724,Jan-26,0.012926986,0.03839401,0,0,88.73333333,385.8514207,ESR1,,,,,,,
Bis-gma CTD 00007186,Jan-26,0.012926986,0.03839401,0,0,88.73333333,385.8514207,ESR1,,,,,,,,
econazole MCF7 UP,Jan-26,0.012926986,0.03839401,0,0,88.73333333,385.8514207,JUN,,,,,,,,
Antimycin A CTD 00005427,Jan-26,0.012926986,0.03839401,0,0,88.73333333,385.8514207,JUN,,,,,,,,
hmba CTD 00000732,Jan-26,0.012926986,0.03839401,0,0,88.73333333,385.8514207,JUN,,,,,,,,
ipriflavone CTD 00000966,Jan-26,0.012926986,0.03839401,0,0,88.73333333,385.8514207,ESR1,,,,,,,,
androstenedione CTD 00005400,Jan-26,0.012926986,0.03839401,0,0,88.73333333,385.8514207,ESR1,,,,,,,,
Prochloraz CTD 00002021,Jan-26,0.012926986,0.03839401,0,0,88.73333333,385.8514207,ESR1,,,,,,,,
albendazole BOSS,Jan-26,0.012926986,0.03839401,0,0,88.73333333,385.8514207,ESR1,,,,,,,,
MLS000766263 CTD 00004623,Jan-26,0.012926986,0.03839401,0,0,88.73333333,385.8514207,UBE2I,,,,,,,,
COUMESTROL BOSS,Jan-26,0.012926986,0.03839401,0,0,88.73333333,385.8514207,ESR1,,,,,,,,
Mangostin CTD 00001026,Jan-26,0.012926986,0.03839401,0,0,88.73333333,385.8514207,ESR1,,,,,,,,
etoposide TTD 00007950,Jan-26,0.012926986,0.03839401,0,0,88.73333333,385.8514207,ESR1,,,,,,,,
pyrogallol BOSS,Jan-26,0.012926986,0.03839401,0,0,88.73333333,385.8514207,ESR1,,,,,,,,
aa-861 TTD 00001419,Jan-26,0.012926986,0.03839401,0,0,88.73333333,385.8514207,ESR1,,,,,,,,
Temsirolimus BOSS,Jan-26,0.012926986,0.03839401,0,0,88.73333333,385.8514207,ESR1,,,,,,,,
COUMESTROL TTD 00007296,Jan-26,0.012926986,0.03839401,0,0,88.73333333,385.8514207,ESR1,,,,,,,,
Econazole nitrate TTD 00007779,Jan-26,0.012926986,0.03839401,0,0,88.73333333,385.8514207,ESR1,,,,,,,,
alprazolam,Jan-27,0.013421162,0.03839401,0,0,85.31623932,367.791702,ESR1,,,,,,,,
iodoquinol CTD 00005833,Jan-27,0.013421162,0.03839401,0,0,85.31623932,367.791702,ESR1,,,,,,,,
CI-1040 CTD 00003697,Jan-27,0.013421162,0.03839401,0,0,85.31623932,367.791702,ESR1,,,,,,,,
pyrimethamine CTD 00006670,Jan-27,0.013421162,0.03839401,0,0,85.31623932,367.791702,ESR1,,,,,,,,
60282-87-3 CTD 00001598,Jan-27,0.013421162,0.03839401,0,0,85.31623932,367.791702,ESR1,,,,,,,,
phenylbutazone CTD 00006518,Jan-27,0.013421162,0.03839401,0,0,85.31623932,367.791702,ESR1,,,,,,,,
alexidine HL60 DOWN,Jan-27,0.013421162,0.03839401,0,0,85.31623932,367.791702,JUN,,,,,,,,
Carfilzomib CTD 00004787,Jan-27,0.013421162,0.03839401,0,0,85.31623932,367.791702,ESR1,,,,,,,,
benzoic acid CTD 00007316,Jan-27,0.013421162,0.03839401,0,0,85.31623932,367.791702,ESR1,,,,,,,,
lynestrenol MCF7 UP,Jan-27,0.013421162,0.03839401,0,0,85.31623932,367.791702,JUN,,,,,,,,
DL-Thyroxine CTD 00006892,Jan-27,0.013421162,0.03839401,0,0,85.31623932,367.791702,JUN,,,,,,,,
4-OCTYLPHENOL CTD 00002947,Jan-27,0.013421162,0.03839401,0,0,85.31623932,367.791702,ESR1,,,,,,,,
84625-61-6 BOSS,Jan-27,0.013421162,0.03839401,0,0,85.31623932,367.791702,ESR1,,,,,,,,
morin TTD 00009388,Jan-27,0.013421162,0.03839401,0,0,85.31623932,367.791702,ESR1,,,,,,,,
5-Aminosalicylic acid BOSS,Jan-27,0.013421162,0.03839401,0,0,85.31623932,367.791702,ESR1,,,,,,,,
Chloranil TTD 00007128,Jan-27,0.013421162,0.03839401,0,0,85.31623932,367.791702,ESR1,,,,,,,,
catechol TTD 00002709,Jan-27,0.013421162,0.03839401,0,0,85.31623932,367.791702,ESR1,,,,,,,,
chrysin TTD 00007164,Jan-27,0.013421162,0.03839401,0,0,85.31623932,367.791702,ESR1,,,,,,,,
Ademetionine CTD 00006715,Jan-27,0.013421162,0.03839401,0,0,85.31623932,367.791702,ESR1,,,,,,,,
Vorinostat,Jan-28,0.013915116,0.039013634,0,0,82.15226337,351.1828179,ESR1,,,,,,,,
retinal CTD 00006694,Jan-28,0.013915116,0.039013634,0,0,82.15226337,351.1828179,ESR1,,,,,,,,
formononetin CTD 00000369,Jan-28,0.013915116,0.039013634,0,0,82.15226337,351.1828179,ESR1,,,,,,,,
602-85-7 CTD 00002543,Jan-28,0.013915116,0.039013634,0,0,82.15226337,351.1828179,UBE2I,,,,,,,,
Benzamide CTD 00001769,Jan-28,0.013915116,0.039013634,0,0,82.15226337,351.1828179,ESR1,,,,,,,,
podophyllotoxin CTD 00006577,Jan-28,0.013915116,0.039013634,0,0,82.15226337,351.1828179,ESR1,,,,,,,,
NITAZOXANIDE CTD 00001911,Jan-28,0.013915116,0.039013634,0,0,82.15226337,351.1828179,ESR1,,,,,,,,
ETHACRYNIC ACID BOSS,Jan-28,0.013915116,0.039013634,0,0,82.15226337,351.1828179,ESR1,,,,,,,,
minoxidil PC3 UP,2/371,0.013995006,0.039013634,0,0,13.29336043,56.75008322,RPL37A;ESR1,,,,,,,,
triamterene,Jan-29,0.014408847,0.039013634,0,0,79.21428571,335.8616723,ESR1,,,,,,,,
aa-861 CTD 00001735,Jan-29,0.014408847,0.039013634,0,0,79.21428571,335.8616723,ESR1,,,,,,,,
lidocaine CTD 00006207,Jan-29,0.014408847,0.039013634,0,0,79.21428571,335.8616723,ESR1,,,,,,,,
Triclocarban CTD 00000497,Jan-29,0.014408847,0.039013634,0,0,79.21428571,335.8616723,ESR1,,,,,,,,
Perfluorononanoic acid CTD 00003375,Jan-29,0.014408847,0.039013634,0,0,79.21428571,335.8616723,ESR1,,,,,,,,
Alizarin CTD 00000524,Jan-29,0.014408847,0.039013634,0,0,79.21428571,335.8616723,ESR1,,,,,,,,
ICN 1229 CTD 00006697,Jan-29,0.014408847,0.039013634,0,0,79.21428571,335.8616723,ESR1,,,,,,,,
niclosamide PC3 DOWN,Jan-29,0.014408847,0.039013634,0,0,79.21428571,335.8616723,JUN,,,,,,,,
Cladribine CTD 00007175,Jan-29,0.014408847,0.039013634,0,0,79.21428571,335.8616723,ESR1,,,,,,,,
dichlorvos CTD 00004426,Jan-29,0.014408847,0.039013634,0,0,79.21428571,335.8616723,ESR1,,,,,,,,
ZIRAM CTD 00007014,Jan-29,0.014408847,0.039013634,0,0,79.21428571,335.8616723,ESR1,,,,,,,,
zafirlukast BOSS,Jan-29,0.014408847,0.039013634,0,0,79.21428571,335.8616723,UBE2I,,,,,,,,
daunorubicin TTD 00007442,Jan-29,0.014408847,0.039013634,0,0,79.21428571,335.8616723,ESR1,,,,,,,,
Phenazopyridine hydrochloride BOSS,Jan-29,0.014408847,0.039013634,0,0,79.21428571,335.8616723,ESR1,,,,,,,,
chloroxine TTD 00007143,Jan-29,0.014408847,0.039013634,0,0,79.21428571,335.8616723,ESR1,,,,,,,,
zafirlukast TTD 00011894,Jan-29,0.014408847,0.039013634,0,0,79.21428571,335.8616723,UBE2I,,,,,,,,
ETHACRYNIC ACID,Jan-30,0.014902355,0.039013634,0,0,76.4789272,321.6884166,ESR1,,,,,,,,
bromocriptine CTD 00005530,Jan-30,0.014902355,0.039013634,0,0,76.4789272,321.6884166,ESR1,,,,,,,,
danazol,Jan-30,0.014902355,0.039013634,0,0,76.4789272,321.6884166,ESR1,,,,,,,,
daunorubicin,Jan-30,0.014902355,0.039013634,0,0,76.4789272,321.6884166,ESR1,,,,,,,,
bepridil PC3 UP,Jan-30,0.014902355,0.039013634,0,0,76.4789272,321.6884166,JUN,,,,,,,,
dequalinium chloride MCF7 UP,Jan-30,0.014902355,0.039013634,0,0,76.4789272,321.6884166,JUN,,,,,,,,
Chloranil CTD 00005628,Jan-30,0.014902355,0.039013634,0,0,76.4789272,321.6884166,ESR1,,,,,,,,
Perfluorodecanoic acid CTD 00001721,Jan-30,0.014902355,0.039013634,0,0,76.4789272,321.6884166,ESR1,,,,,,,,
pyrogallol CTD 00006673,Jan-30,0.014902355,0.039013634,0,0,76.4789272,321.6884166,ESR1,,,,,,,,
primaquine HL60 UP,Jan-30,0.014902355,0.039013634,0,0,76.4789272,321.6884166,JUN,,,,,,,,
CYPROTERONE ACETATE CTD 00007179,Jan-30,0.014902355,0.039013634,0,0,76.4789272,321.6884166,ESR1,,,,,,,,
fumaric acid BOSS,Jan-30,0.014902355,0.039013634,0,0,76.4789272,321.6884166,ESR1,,,,,,,,
Carfilzomib BOSS,Jan-30,0.014902355,0.039013634,0,0,76.4789272,321.6884166,ESR1,,,,,,,,
DESOGESTREL CTD 00007143,Jan-30,0.014902355,0.039013634,0,0,76.4789272,321.6884166,ESR1,,,,,,,,
7-AMINO-4-HYDROXY-2-NAPHTHALENESULFONIC ACID TTD 00001268,Jan-30,0.014902355,0.039013634,0,0,76.4789272,321.6884166,ESR1,,,,,,,,
cantharidin TTD 00002666,Jan-30,0.014902355,0.039013634,0,0,76.4789272,321.6884166,ESR1,,,,,,,,
stearic acid BOSS,Jan-30,0.014902355,0.039013634,0,0,76.4789272,321.6884166,ESR1,,,,,,,,
mephenesin BOSS,Jan-30,0.014902355,0.039013634,0,0,76.4789272,321.6884166,ESR1,,,,,,,,
phloretin BOSS,Jan-30,0.014902355,0.039013634,0,0,76.4789272,321.6884166,ESR1,,,,,,,,
sanguinarine HL60 UP,2/384,0.014942382,0.039013634,0,0,12.83246073,53.94193766,JUN;RPL37A,,,,,,,,
0175029-0000 PC3 DOWN,May-26,0.015294725,0.039013634,0,0,5.019271304,20.98179532,JUN;MRPS11;RPL37A;MRPL16;GTF2H3,,,,,,,,
piperlongumine HL60 DOWN,2/389,0.015314093,0.039013634,0,0,12.66343669,52.92027078,RPL37A;MRPL17,,,,,,,,
mifepristone,Jan-31,0.015395642,0.039013634,0,0,73.92592593,308.5424793,ESR1,,,,,,,,
L 741211 CTD 00003280,Jan-31,0.015395642,0.039013634,0,0,73.92592593,308.5424793,JUN,,,,,,,,
patulin CTD 00006474,Jan-31,0.015395642,0.039013634,0,0,73.92592593,308.5424793,JUN,,,,,,,,
fenvalerate CTD 00000912,Jan-31,0.015395642,0.039013634,0,0,73.92592593,308.5424793,ESR1,,,,,,,,
methyl salicylate CTD 00001586,Jan-31,0.015395642,0.039013634,0,0,73.92592593,308.5424793,ESR1,,,,,,,,
nifuroxazide MCF7 UP,Jan-31,0.015395642,0.039013634,0,0,73.92592593,308.5424793,JUN,,,,,,,,
AMPHETAMINE CTD 00005391,Jan-31,0.015395642,0.039013634,0,0,73.92592593,308.5424793,JUN,,,,,,,,
Indeno[1,2,3-cd]pyrene CTD 00001895,Jan-31,0.015395642,0.039013634,0,0,73.92592593,308.5424793,JUN,,,,,,
2,4-Diisocyanato-1-methylbenzene CTD 00006908,Jan-31,0.015395642,0.039013634,0,0,73.92592593,308.5424793,ESR1,,,,,,,
methoxsalen CTD 00006301,Jan-31,0.015395642,0.039013634,0,0,73.92592593,308.5424793,ESR1,,,,,,,,
quetiapine BOSS,Jan-31,0.015395642,0.039013634,0,0,73.92592593,308.5424793,ESR1,,,,,,,,
Menadione sodium bisulfite BOSS,Jan-31,0.015395642,0.039013634,0,0,73.92592593,308.5424793,ESR1,,,,,,,,
menadione TTD 00009191,Jan-31,0.015395642,0.039013634,0,0,73.92592593,308.5424793,ESR1,,,,,,,,
ritanserin TTD 00010642,Jan-31,0.015395642,0.039013634,0,0,73.92592593,308.5424793,ESR1,,,,,,,,
ritanserin CTD 00007138,Jan-31,0.015395642,0.039013634,0,0,73.92592593,308.5424793,ESR1,,,,,,,,
(-)-Epigallocatechin gallate CTD 00002033,Apr-14,0.015486008,0.03917049,0,0,5.6492891,23.54521104,JUN;MRPS11;RPL37A;MRPL16,,,,,,,,
nicardipine CTD 00006388,Jan-32,0.015888706,0.039606629,0,0,71.53763441,296.3193797,ESR1,,,,,,,,
bepridil MCF7 UP,Jan-32,0.015888706,0.039606629,0,0,71.53763441,296.3193797,JUN,,,,,,,,
27-hydroxycholesterol CTD 00002877,Jan-32,0.015888706,0.039606629,0,0,71.53763441,296.3193797,ESR1,,,,,,,,
minocycline CTD 00006338,Jan-32,0.015888706,0.039606629,0,0,71.53763441,296.3193797,JUN,,,,,,,,
Econazole nitrate BOSS,Jan-32,0.015888706,0.039606629,0,0,71.53763441,296.3193797,ESR1,,,,,,,,
genistein TTD 00008196,Jan-32,0.015888706,0.039606629,0,0,71.53763441,296.3193797,ESR1,,,,,,,,
Fulvestrant BOSS,Jan-32,0.015888706,0.039606629,0,0,71.53763441,296.3193797,ESR1,,,,,,,,
METHOXYACETIC ACID CTD 00000714,Jan-32,0.015888706,0.039606629,0,0,71.53763441,296.3193797,ESR1,,,,,,,,
Methaneseleninic acid CTD 00000412,2/402,0.01629944,0.039754867,0,0,12.24375,50.40292128,JUN;ESR1,,,,,,,,
danthron CTD 00000135,Jan-33,0.016381548,0.039754867,0,0,69.29861111,284.9281499,ESR1,,,,,,,,
sertraline,Jan-33,0.016381548,0.039754867,0,0,69.29861111,284.9281499,JUN,,,,,,,,
digitoxin,Jan-33,0.016381548,0.039754867,0,0,69.29861111,284.9281499,ESR1,,,,,,,,
alpha-Hexylcinnamaldehyde CTD 00002937,Jan-33,0.016381548,0.039754867,0,0,69.29861111,284.9281499,ESR1,,,,,,,,
5-Aminosalicylic acid CTD 00007308,Jan-33,0.016381548,0.039754867,0,0,69.29861111,284.9281499,ESR1,,,,,,,,
flutamide CTD 00005995,Jan-33,0.016381548,0.039754867,0,0,69.29861111,284.9281499,ESR1,,,,,,,,
isopropanol CTD 00007325,Jan-33,0.016381548,0.039754867,0,0,69.29861111,284.9281499,JUN,,,,,,,,
3-Aminofluoranthene CTD 00002071,Jan-33,0.016381548,0.039754867,0,0,69.29861111,284.9281499,ESR1,,,,,,,,
AH 6809 CTD 00002290,Jan-33,0.016381548,0.039754867,0,0,69.29861111,284.9281499,JUN,,,,,,,,
AH 23848 CTD 00002080,Jan-33,0.016381548,0.039754867,0,0,69.29861111,284.9281499,JUN,,,,,,,,
gemfibrozil CTD 00007055,Jan-33,0.016381548,0.039754867,0,0,69.29861111,284.9281499,JUN,,,,,,,,
phthalic acid BOSS,Jan-33,0.016381548,0.039754867,0,0,69.29861111,284.9281499,ESR1,,,,,,,,
bafilomycin A1 BOSS,Jan-33,0.016381548,0.039754867,0,0,69.29861111,284.9281499,ESR1,,,,,,,,
Amitriptyline hydrochloride BOSS,Jan-33,0.016381548,0.039754867,0,0,69.29861111,284.9281499,ESR1,,,,,,,,
chloroxine,Jan-34,0.016874167,0.039892253,0,0,67.1952862,274.2892351,ESR1,,,,,,,,
1,2-Benzisothiazol-3(2H)-one CTD 00000812,Jan-34,0.016874167,0.039892253,0,0,67.1952862,274.2892351,ESR1,,,,,,,
Benzyl butyl phthalate CTD 00001292,Jan-34,0.016874167,0.039892253,0,0,67.1952862,274.2892351,ESR1,,,,,,,,
phloretin CTD 00006528,Jan-34,0.016874167,0.039892253,0,0,67.1952862,274.2892351,ESR1,,,,,,,,
diazepam CTD 00005789,Jan-34,0.016874167,0.039892253,0,0,67.1952862,274.2892351,ESR1,,,,,,,,
geldanamycin MCF7 DOWN,Jan-34,0.016874167,0.039892253,0,0,67.1952862,274.2892351,JUN,,,,,,,,
ZERANOL CTD 00007009,Jan-34,0.016874167,0.039892253,0,0,67.1952862,274.2892351,ESR1,,,,,,,,
BISPHENOL A DIGLYCIDYL ETHER CTD 00000976,Jan-34,0.016874167,0.039892253,0,0,67.1952862,274.2892351,ESR1,,,,,,,,
diethylstilbestrol BOSS,Jan-34,0.016874167,0.039892253,0,0,67.1952862,274.2892351,ESR1,,,,,,,,
BROMOCRIPTINE MESYLATE BOSS,Jan-34,0.016874167,0.039892253,0,0,67.1952862,274.2892351,ESR1,,,,,,,,
FENRETINIDE BOSS,Jan-34,0.016874167,0.039892253,0,0,67.1952862,274.2892351,ESR1,,,,,,,,
kaempferol TTD 00008767,Jan-34,0.016874167,0.039892253,0,0,67.1952862,274.2892351,ESR1,,,,,,,,
heptachlor CTD 00006083,Jan-34,0.016874167,0.039892253,0,0,67.1952862,274.2892351,JUN,,,,,,,,
cephaeline HL60 DOWN,2/411,0.016997464,0.039892253,0,0,11.96882641,48.76927068,UBE2I;RPL37A,,,,,,,,
amoxapine,Jan-35,0.017366565,0.039892253,0,0,65.21568627,264.3327714,ESR1,,,,,,,,
menadione,Jan-35,0.017366565,0.039892253,0,0,65.21568627,264.3327714,ESR1,,,,,,,,
Bortezomib,Jan-35,0.017366565,0.039892253,0,0,65.21568627,264.3327714,ESR1,,,,,,,,
Tauroursodeoxycholic acid CTD 00001524,Jan-35,0.017366565,0.039892253,0,0,65.21568627,264.3327714,JUN,,,,,,,,
prednisone CTD 00006606,Jan-35,0.017366565,0.039892253,0,0,65.21568627,264.3327714,ESR1,,,,,,,,
warfarin CTD 00005716,Jan-35,0.017366565,0.039892253,0,0,65.21568627,264.3327714,ESR1,,,,,,,,
oxozinc CTD 00007012,Jan-35,0.017366565,0.039892253,0,0,65.21568627,264.3327714,JUN,,,,,,,,
luteolin PC3 UP,Jan-35,0.017366565,0.039892253,0,0,65.21568627,264.3327714,GTF2H3,,,,,,,,
cantharidin CTD 00005569,Jan-35,0.017366565,0.039892253,0,0,65.21568627,264.3327714,ESR1,,,,,,,,
morin CTD 00000417,Jan-35,0.017366565,0.039892253,0,0,65.21568627,264.3327714,ESR1,,,,,,,,
Fenbuconazole CTD 00004512,Jan-35,0.017366565,0.039892253,0,0,65.21568627,264.3327714,ESR1,,,,,,,,
progesterone TTD 00010337,Jan-35,0.017366565,0.039892253,0,0,65.21568627,264.3327714,ESR1,,,,,,,,
reserpine BOSS,Jan-35,0.017366565,0.039892253,0,0,65.21568627,264.3327714,ESR1,,,,,,,,
estrone BOSS,Jan-35,0.017366565,0.039892253,0,0,65.21568627,264.3327714,ESR1,,,,,,,,
Velcade(Bortezomib) TTD 00011778,Jan-35,0.017366565,0.039892253,0,0,65.21568627,264.3327714,ESR1,,,,,,,,
isoliquiritigenin CTD 00001873,Jan-35,0.017366565,0.039892253,0,0,65.21568627,264.3327714,JUN,,,,,,,,
Go 6976 CTD 00002962,Jan-35,0.017366565,0.039892253,0,0,65.21568627,264.3327714,JUN,,,,,,,,
RALOXIFENE HYDROCHLORIDE,Jan-36,0.017858741,0.039892253,0,0,63.34920635,254.9971656,ESR1,,,,,,,,
TAXIFOLIN CTD 00000115,Jan-36,0.017858741,0.039892253,0,0,63.34920635,254.9971656,JUN,,,,,,,,
Linalool CTD 00000957,Jan-36,0.017858741,0.039892253,0,0,63.34920635,254.9971656,JUN,,,,,,,,
benzethonium chloride HL60 DOWN,Jan-36,0.017858741,0.039892253,0,0,63.34920635,254.9971656,JUN,,,,,,,,
palmitic acid CTD 00007272,Jan-36,0.017858741,0.039892253,0,0,63.34920635,254.9971656,ESR1,,,,,,,,
Destruxin B CTD 00001859,Jan-36,0.017858741,0.039892253,0,0,63.34920635,254.9971656,JUN,,,,,,,,
fenbendazole MCF7 UP,Jan-36,0.017858741,0.039892253,0,0,63.34920635,254.9971656,JUN,,,,,,,,
hyoscyamine HL60 UP,Jan-36,0.017858741,0.039892253,0,0,63.34920635,254.9971656,RPL37A,,,,,,,,
Luronit CTD 00006106,Jan-36,0.017858741,0.039892253,0,0,63.34920635,254.9971656,JUN,,,,,,,,
oxolinic acid HL60 UP,Jan-36,0.017858741,0.039892253,0,0,63.34920635,254.9971656,RPL37A,,,,,,,,
sulconazole MCF7 UP,Jan-36,0.017858741,0.039892253,0,0,63.34920635,254.9971656,JUN,,,,,,,,
phenylarsine oxide CTD 00001378,Jan-36,0.017858741,0.039892253,0,0,63.34920635,254.9971656,ESR1,,,,,,,,
candesartan BOSS,Jan-36,0.017858741,0.039892253,0,0,63.34920635,254.9971656,ESR1,,,,,,,,
nisoldipine CTD 00007085,Jan-36,0.017858741,0.039892253,0,0,63.34920635,254.9971656,ESR1,,,,,,,,
emodin TTD 00007826,Jan-36,0.017858741,0.039892253,0,0,63.34920635,254.9971656,ESR1,,,,,,,,
methyldopa BOSS,Jan-36,0.017858741,0.039892253,0,0,63.34920635,254.9971656,UBE2I,,,,,,,,
naringenin BOSS,Jan-36,0.017858741,0.039892253,0,0,63.34920635,254.9971656,ESR1,,,,,,,,
Rhein TTD 00010611,Jan-36,0.017858741,0.039892253,0,0,63.34920635,254.9971656,ESR1,,,,,,,,
celecoxib,Jan-37,0.018350695,0.039953412,0,0,61.58641975,246.2279154,ESR1,,,,,,,,
zafirlukast,Jan-37,0.018350695,0.039953412,0,0,61.58641975,246.2279154,UBE2I,,,,,,,,
ethinyl estradiol,Jan-37,0.018350695,0.039953412,0,0,61.58641975,246.2279154,ESR1,,,,,,,,
progesterone,Jan-37,0.018350695,0.039953412,0,0,61.58641975,246.2279154,ESR1,,,,,,,,
dioxidanide CTD 00006819,Jan-37,0.018350695,0.039953412,0,0,61.58641975,246.2279154,ESR1,,,,,,,,
beclometasone HL60 UP,Jan-37,0.018350695,0.039953412,0,0,61.58641975,246.2279154,RPL37A,,,,,,,,
EXEMESTANE CTD 00002383,Jan-37,0.018350695,0.039953412,0,0,61.58641975,246.2279154,ESR1,,,,,,,,
reserpine CTD 00006693,Jan-37,0.018350695,0.039953412,0,0,61.58641975,246.2279154,ESR1,,,,,,,,
miconazole MCF7 UP,Jan-37,0.018350695,0.039953412,0,0,61.58641975,246.2279154,JUN,,,,,,,,
Selenium methyl cysteine CTD 00000103,Jan-37,0.018350695,0.039953412,0,0,61.58641975,246.2279154,ESR1,,,,,,,,
PENTABROMOPHENOL CTD 00003276,Jan-37,0.018350695,0.039953412,0,0,61.58641975,246.2279154,ESR1,,,,,,,,
edaravone BOSS,Jan-37,0.018350695,0.039953412,0,0,61.58641975,246.2279154,UBE2I,,,,,,,,
malathion CTD 00006233,Jan-37,0.018350695,0.039953412,0,0,61.58641975,246.2279154,ESR1,,,,,,,,
zidovudine BOSS,Jan-37,0.018350695,0.039953412,0,0,61.58641975,246.2279154,ESR1,,,,,,,,
sodium benzoate BOSS,Jan-37,0.018350695,0.039953412,0,0,61.58641975,246.2279154,ESR1,,,,,,,,
Psoralen BOSS,Jan-37,0.018350695,0.039953412,0,0,61.58641975,246.2279154,ESR1,,,,,,,,
sanguinarine HL60 DOWN,2/431,0.0185945,0.040420272,0,0,11.39918415,45.42448841,UBE2I;RPL37A,,,,,,,,
Beryllium sulfate CTD 00001005,Jan-38,0.018842427,0.040511218,0,0,59.91891892,237.9766259,RPL37A,,,,,,,,
4-Aminobenzohydrazide CTD 00001642,Jan-38,0.018842427,0.040511218,0,0,59.91891892,237.9766259,JUN,,,,,,,,
362-05-0 CTD 00000041,Jan-38,0.018842427,0.040511218,0,0,59.91891892,237.9766259,ESR1,,,,,,,,
verteporfin HL60 UP,Jan-38,0.018842427,0.040511218,0,0,59.91891892,237.9766259,JUN,,,,,,,,
cantharidin BOSS,Jan-38,0.018842427,0.040511218,0,0,59.91891892,237.9766259,ESR1,,,,,,,,
Asterric acid TTD 00002177,Jan-38,0.018842427,0.040511218,0,0,59.91891892,237.9766259,UBE2I,,,,,,,,
spiperone BOSS,Jan-38,0.018842427,0.040511218,0,0,59.91891892,237.9766259,ESR1,,,,,,,,
emetine HL60 DOWN,2/435,0.018921424,0.040616028,0,0,11.29157044,44.798859,UBE2I;RPL37A,,,,,,,,
carbamazepine CTD 00005574,2/436,0.019003544,0.040616028,0,0,11.26497696,44.64456587,JUN;ESR1,,,,,,,,
colchicine,Jan-39,0.019333938,0.040616028,0,0,58.33918129,230.2001843,ESR1,,,,,,,,
Tamoxifen citrate,Jan-39,0.019333938,0.040616028,0,0,58.33918129,230.2001843,ESR1,,,,,,,,
carbamazepine HL60 DOWN,Jan-39,0.019333938,0.040616028,0,0,58.33918129,230.2001843,GTF2H3,,,,,,,,
pyrantel HL60 UP,Jan-39,0.019333938,0.040616028,0,0,58.33918129,230.2001843,RPL37A,,,,,,,,
spiperone CTD 00006773,Jan-39,0.019333938,0.040616028,0,0,58.33918129,230.2001843,ESR1,,,,,,,,
oxidopamine CTD 00007130,Jan-39,0.019333938,0.040616028,0,0,58.33918129,230.2001843,JUN,,,,,,,,
erythromycin CTD 00005916,Jan-39,0.019333938,0.040616028,0,0,58.33918129,230.2001843,ESR1,,,,,,,,
Tetradioxin BOSS,Jan-39,0.019333938,0.040616028,0,0,58.33918129,230.2001843,ESR1,,,,,,,,
4-Hydroxytamoxifen TTD 00000995,Jan-39,0.019333938,0.040616028,0,0,58.33918129,230.2001843,ESR1,,,,,,,,
ethinyl estradiol BOSS,Jan-39,0.019333938,0.040616028,0,0,58.33918129,230.2001843,ESR1,,,,,,,,
troglitazone BOSS,Jan-39,0.019333938,0.040616028,0,0,58.33918129,230.2001843,ESR1,,,,,,,,
DMBA BOSS,Jan-39,0.019333938,0.040616028,0,0,58.33918129,230.2001843,ESR1,,,,,,,,
Fasudil hydrochloride BOSS,Jan-39,0.019333938,0.040616028,0,0,58.33918129,230.2001843,ESR1,,,,,,,,
thioridazine,Jan-40,0.019825227,0.041083602,0,0,56.84045584,222.8600636,ESR1,,,,,,,,
Pregna-4,17(20)-diene-3,16-dione CTD 00001094,Jan-40,0.019825227,0.041083602,0,0,56.84045584,222.8600636,ESR1,,,,,,
Dehydroepiandrosterone CTD 00005761,Jan-40,0.019825227,0.041083602,0,0,56.84045584,222.8600636,ESR1,,,,,,,,
IVERMECTIN CTD 00006182,Jan-40,0.019825227,0.041083602,0,0,56.84045584,222.8600636,ESR1,,,,,,,,
spironolactone CTD 00006774,Jan-40,0.019825227,0.041083602,0,0,56.84045584,222.8600636,ESR1,,,,,,,,
2,6-Di-tert-butyl-4-methylphenol CTD 00005548,Jan-40,0.019825227,0.041083602,0,0,56.84045584,222.8600636,ESR1,,,,,,,
trifluoperazine MCF7 UP,Jan-40,0.019825227,0.041083602,0,0,56.84045584,222.8600636,JUN,,,,,,,,
spiperone TTD 00011044,Jan-40,0.019825227,0.041083602,0,0,56.84045584,222.8600636,ESR1,,,,,,,,
methyldopa CTD 00006311,Jan-40,0.019825227,0.041083602,0,0,56.84045584,222.8600636,UBE2I,,,,,,,,
nisoldipine,Jan-41,0.020316294,0.041521835,0,0,55.41666667,215.9217342,ESR1,,,,,,,,
TETRACHLOROETHYLENE CTD 00006849,Jan-41,0.020316294,0.041521835,0,0,55.41666667,215.9217342,JUN,,,,,,,,
benzethonium chloride CTD 00005485,Jan-41,0.020316294,0.041521835,0,0,55.41666667,215.9217342,ESR1,,,,,,,,
chlorhexidine CTD 00005633,Jan-41,0.020316294,0.041521835,0,0,55.41666667,215.9217342,ESR1,,,,,,,,
quinisocaine MCF7 UP,Jan-41,0.020316294,0.041521835,0,0,55.41666667,215.9217342,JUN,,,,,,,,
FLUORANTHENE CTD 00000365,Jan-41,0.020316294,0.041521835,0,0,55.41666667,215.9217342,ESR1,,,,,,,,
