ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
207039_at,0.814,0.4948343,-0.69167,-5.56788,-0.3349558,CDKN2A,cyclin dependent kinase inhibitor 2A
210013_at,0.814,0.494915,-0.691539,-5.56796,-0.1291692,HPX,hemopexin
208476_s_at,0.814,0.4949881,0.691421,-5.56804,0.2806929,FRMD4A,FERM domain containing 4A
202704_at,0.814,0.4949884,-0.691421,-5.56804,-0.3952704,TOB1,"transducer of ERBB2, 1"
213260_at,0.814,0.495001,-0.6914,-5.56805,-0.3188579,FOXC1,forkhead box C1
212476_at,0.814,0.4950299,0.691353,-5.56808,0.2477042,ACAP2,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2"
203519_s_at,0.814,0.4950416,0.691335,-5.56809,0.1394017,UPF2,UPF2 regulator of nonsense transcripts homolog (yeast)
205670_at,0.814,0.495073,-0.691284,-5.56812,-0.1298038,GAL3ST1,galactose-3-O-sulfotransferase 1
201996_s_at,0.814,0.4950834,-0.691267,-5.56813,-0.3492742,SPEN,spen family transcriptional repressor
212741_at,0.814,0.49512,0.691208,-5.56817,0.4471717,MAOA,monoamine oxidase A
213393_at,0.814,0.4951562,-0.691149,-5.56821,-0.1661,MFSD9,major facilitator superfamily domain containing 9
217808_s_at,0.8141,0.4952286,-0.691032,-5.56828,-0.1344892,MAPKAP1,mitogen-activated protein kinase associated protein 1
219011_at,0.8143,0.495415,-0.690731,-5.56848,-0.2345612,PLEKHA4,pleckstrin homology domain containing A4
212756_s_at,0.8143,0.4954894,-0.690611,-5.56855,-0.1415904,UBR2,ubiquitin protein ligase E3 component n-recognin 2
220922_s_at,0.8143,0.4955128,-0.690573,-5.56858,-0.1720633,SPANXA2///SPANXB1///SPANXC///SPANXA1,"SPANX family member A2///SPANX family member B1///SPANX family member C///sperm protein associated with the nucleus, X-linked, family member A1"
207235_s_at,0.8143,0.4955219,-0.690559,-5.56859,-0.142195,GRM5,glutamate metabotropic receptor 5
211481_at,0.8143,0.495661,0.690334,-5.56873,0.1038725,SLCO1A2,solute carrier organic anion transporter family member 1A2
58696_at,0.8143,0.4957249,-0.690231,-5.56879,-0.1797554,EXOSC4,exosome component 4
206873_at,0.8143,0.4957365,-0.690212,-5.56881,-0.1572329,CA6,carbonic anhydrase 6
220425_x_at,0.8143,0.495739,-0.690208,-5.56881,-0.1201121,ROPN1B,rhophilin associated tail protein 1B
212057_at,0.8143,0.4957525,0.690186,-5.56882,0.1851275,GSE1,Gse1 coiled-coil protein
207394_at,0.8143,0.4957566,0.690179,-5.56883,0.2044846,ZNF137P,"zinc finger protein 137, pseudogene"
215643_at,0.8143,0.4957872,-0.69013,-5.56886,-0.1625258,SEMA3D,semaphorin 3D
212106_at,0.8143,0.4957912,-0.690124,-5.56886,-0.1718721,FAF2,Fas associated factor family member 2
202348_s_at,0.8143,0.4958645,0.690005,-5.56894,0.1536437,TOR1A,torsin family 1 member A
205712_at,0.8143,0.4958963,-0.689954,-5.56897,-0.1785217,PTPRD,"protein tyrosine phosphatase, receptor type D"
200792_at,0.8143,0.4959162,0.689922,-5.56899,0.1182654,XRCC6,X-ray repair cross complementing 6
201917_s_at,0.8143,0.4959312,-0.689898,-5.56901,-0.2365779,SLC25A36,solute carrier family 25 member 36
202087_s_at,0.8144,0.4960565,0.689695,-5.56914,0.1851721,CTSL,cathepsin L
215275_at,0.8148,0.4963245,-0.689263,-5.56941,-0.0951812,TRAF3IP3,TRAF3 interacting protein 3
203363_s_at,0.8148,0.4963737,0.689183,-5.56946,0.1524587,ATG13,autophagy related 13
212739_s_at,0.8148,0.4964048,0.689133,-5.56949,0.2550017,NME4,NME/NM23 nucleoside diphosphate kinase 4
215973_at,0.8148,0.4964158,0.689115,-5.56951,0.1308925,HCG4B,HLA complex group 4B (non-protein coding)
211684_s_at,0.815,0.4966079,0.688805,-5.5697,0.3855925,DYNC1I2,dynein cytoplasmic 1 intermediate chain 2
213389_at,0.8151,0.4966896,-0.688673,-5.56979,-0.1826375,ZNF592,zinc finger protein 592
201891_s_at,0.8151,0.496699,-0.688658,-5.5698,-0.4591758,B2M,beta-2-microglobulin
214013_s_at,0.8151,0.4967401,-0.688592,-5.56984,-0.1354354,TBC1D1,TBC1 domain family member 1
220050_at,0.8151,0.496804,-0.688489,-5.5699,-0.1682021,SPACA9,sperm acrosome associated 9
208932_at,0.8151,0.4968353,-0.688438,-5.56994,-0.166615,PPP4C,protein phosphatase 4 catalytic subunit
203727_at,0.8151,0.4968596,0.688399,-5.56996,0.1122367,SKIV2L,Ski2 like RNA helicase
220879_at,0.8151,0.4969662,-0.688227,-5.57007,-0.1650983,,
213376_at,0.8151,0.4969669,0.688226,-5.57007,0.3758046,ZBTB1,zinc finger and BTB domain containing 1
205196_s_at,0.8151,0.4969853,-0.688196,-5.57009,-0.2458525,AP1S1,adaptor related protein complex 1 sigma 1 subunit
220742_s_at,0.8151,0.497139,0.687949,-5.57025,0.19113,NGLY1,N-glycanase 1
220577_at,0.8151,0.4971643,-0.687908,-5.57027,-0.1352742,GVINP1,"GTPase, very large interferon inducible pseudogene 1"
209043_at,0.8151,0.497169,0.6879,-5.57028,0.4830333,PAPSS1,3'-phosphoadenosine 5'-phosphosulfate synthase 1
213977_s_at,0.8151,0.4972158,0.687825,-5.57033,0.2267921,CIZ1,CDKN1A interacting zinc finger protein 1
217650_x_at,0.8151,0.497234,0.687796,-5.57034,0.1454292,ST3GAL2,"ST3 beta-galactoside alpha-2,3-sialyltransferase 2"
217629_at,0.8151,0.4972556,-0.687761,-5.57037,-0.0763288,,
206486_at,0.8151,0.4973778,0.687564,-5.57049,0.1808004,LAG3,lymphocyte activating 3
221588_x_at,0.8151,0.4973853,0.687552,-5.5705,0.3450175,ALDH6A1,aldehyde dehydrogenase 6 family member A1
201509_at,0.8151,0.4974004,0.687527,-5.57052,0.1508379,IDH3B,isocitrate dehydrogenase 3 (NAD(+)) beta
203034_s_at,0.8151,0.4974337,0.687474,-5.57055,0.2687175,SNORA3A///RPL27A,"small nucleolar RNA, H/ACA box 3A///ribosomal protein L27a"
216613_at,0.8151,0.4974548,-0.68744,-5.57057,-0.1005146,,
216069_at,0.8151,0.4974594,-0.687432,-5.57058,-0.1294683,PRMT2,protein arginine methyltransferase 2
40489_at,0.8151,0.4974596,0.687432,-5.57058,0.2353371,ATN1,atrophin 1
209414_at,0.8152,0.497562,-0.687267,-5.57068,-0.1359071,FZR1,fizzy/cell division cycle 20 related 1
220647_s_at,0.8152,0.4976251,0.687165,-5.57075,0.1772271,COA4,cytochrome c oxidase assembly factor 4 homolog
215158_s_at,0.8152,0.4976823,0.687073,-5.5708,0.1274671,DEDD,death effector domain containing
205324_s_at,0.8152,0.4977047,0.687037,-5.57083,0.2026679,FTSJ1,FtsJ RNA methyltransferase homolog 1 (E. coli)
214328_s_at,0.8152,0.4977597,-0.686948,-5.57088,-0.2538471,HSP90AA1,heat shock protein 90 alpha family class A member 1
211428_at,0.8152,0.4977911,0.686898,-5.57092,0.1027383,SERPINA1,serpin family A member 1
218493_at,0.8152,0.497891,0.686737,-5.57102,0.2203087,SNRNP25,small nuclear ribonucleoprotein U11/U12 subunit 25
210360_s_at,0.8152,0.498007,-0.68655,-5.57114,-0.1102046,MTSS1,metastasis suppressor 1
215299_x_at,0.8152,0.4980234,0.686523,-5.57115,0.2194342,SULT1A1,sulfotransferase family 1A member 1
200017_at,0.8152,0.4980441,-0.68649,-5.57117,-0.2685725,RPS27A,ribosomal protein S27a
221177_at,0.8152,0.4980498,0.686481,-5.57118,0.1230642,MIA2,melanoma inhibitory activity 2
202583_s_at,0.8152,0.498056,0.686471,-5.57119,0.3708208,RANBP9,RAN binding protein 9
221547_at,0.8152,0.4980628,0.68646,-5.57119,0.1839212,PRPF18,pre-mRNA processing factor 18
57739_at,0.8152,0.498068,0.686452,-5.5712,0.1373121,DND1,DND microRNA-mediated repression inhibitor 1
203544_s_at,0.8152,0.4980836,0.686426,-5.57121,0.2262508,STAM,signal transducing adaptor molecule
201862_s_at,0.8152,0.4980943,-0.686409,-5.57122,-0.3911712,LRRFIP1,LRR binding FLII interacting protein 1
201721_s_at,0.8153,0.4982082,-0.686226,-5.57134,-0.3462929,LAPTM5,lysosomal protein transmembrane 5
217852_s_at,0.8154,0.4983156,0.686053,-5.57145,0.3788529,ARL8B,ADP ribosylation factor like GTPase 8B
214428_x_at,0.8155,0.498365,0.685973,-5.5715,0.3076187,C4B_2///C4B///C4A,"complement component 4B (Chido blood group), copy 2///complement component 4B (Chido blood group)///complement component 4A (Rodgers blood group)"
210203_at,0.8156,0.4984996,-0.685756,-5.57164,-0.0995492,CNOT4,CCR4-NOT transcription complex subunit 4
200836_s_at,0.8157,0.498693,-0.685445,-5.57184,-0.1774467,MAP4,microtubule associated protein 4
221862_at,0.8157,0.4987,-0.685434,-5.57184,-0.1418058,MIER2,MIER family member 2
211587_x_at,0.8157,0.4987001,0.685434,-5.57184,0.1178379,CHRNA3,cholinergic receptor nicotinic alpha 3 subunit
215602_at,0.8157,0.4987074,-0.685422,-5.57185,-0.1079792,FGD2,"FYVE, RhoGEF and PH domain containing 2"
213735_s_at,0.8158,0.4988056,0.685264,-5.57195,0.2476587,COX5B,cytochrome c oxidase subunit 5B
210404_x_at,0.8158,0.4988282,-0.685228,-5.57197,-0.1961933,CAMK2B,calcium/calmodulin dependent protein kinase II beta
205462_s_at,0.8158,0.4988977,0.685116,-5.57204,0.1909242,HPCAL1,hippocalcin like 1
201517_at,0.8158,0.4989116,0.685093,-5.57206,0.2117933,NCBP2,nuclear cap binding protein subunit 2
214583_at,0.8159,0.4990614,-0.684852,-5.57221,-0.1123233,DDI2///RSC1A1,"DNA damage inducible 1 homolog 2///regulatory solute carrier protein, family 1, member 1"
36742_at,0.8159,0.4990708,-0.684837,-5.57222,-0.1192437,TRIM15,tripartite motif containing 15
206898_at,0.8159,0.4991131,-0.684769,-5.57226,-0.0849779,CDH19,cadherin 19
211880_x_at,0.8159,0.4991223,-0.684754,-5.57227,-0.1134267,PCDHGA1,"protocadherin gamma subfamily A, 1"
208046_at,0.8159,0.4992119,-0.68461,-5.57236,-0.0980958,HIST1H4A,"histone cluster 1, H4a"
204189_at,0.8159,0.4992119,-0.68461,-5.57236,-0.12791,RARG,retinoic acid receptor gamma
217321_x_at,0.8159,0.4992393,0.684566,-5.57239,0.0999267,ATXN3,ataxin 3
202675_at,0.816,0.4992947,0.684477,-5.57245,0.2479625,SDHB,succinate dehydrogenase complex iron sulfur subunit B
221180_at,0.816,0.4993694,-0.684357,-5.57252,-0.1722458,MAP3K19,mitogen-activated protein kinase kinase kinase 19
208343_s_at,0.816,0.4993736,0.68435,-5.57253,0.0821896,NR5A2,nuclear receptor subfamily 5 group A member 2
219206_x_at,0.816,0.4993941,-0.684317,-5.57255,-0.1465362,TMBIM4,transmembrane BAX inhibitor motif containing 4
221685_s_at,0.816,0.4995304,0.684098,-5.57269,0.1470179,SPDL1,spindle apparatus coiled-coil protein 1
216322_at,0.816,0.4995602,0.68405,-5.57272,0.0872737,CD58,CD58 molecule
57715_at,0.816,0.4995696,0.684035,-5.57273,0.2614271,CALHM2,calcium homeostasis modulator 2
213754_s_at,0.816,0.4995813,-0.684016,-5.57274,-0.2495392,PAIP1,poly(A) binding protein interacting protein 1
212396_s_at,0.816,0.4996773,0.683862,-5.57284,0.1818729,EMC1,ER membrane protein complex subunit 1
208540_x_at,0.816,0.4996779,-0.683861,-5.57284,-0.3140183,,
AFFX-HUMGAPDH/M33197_M_at,0.816,0.4996939,-0.683835,-5.57285,-0.3230304,GAPDH,glyceraldehyde-3-phosphate dehydrogenase
35179_at,0.8161,0.4997621,-0.683725,-5.57292,-0.1353829,B3GAT3,"beta-1,3-glucuronyltransferase 3"
201220_x_at,0.8161,0.4998075,0.683652,-5.57297,0.2503175,CTBP2,C-terminal binding protein 2
203668_at,0.8161,0.4998611,0.683566,-5.57302,0.2445546,MAN2C1,mannosidase alpha class 2C member 1
220517_at,0.8161,0.4998897,0.68352,-5.57305,0.1747325,VPS13C,vacuolar protein sorting 13 homolog C
211373_s_at,0.8161,0.4999075,0.683492,-5.57307,0.1233833,PSEN2,presenilin 2
204348_s_at,0.8161,0.4999378,-0.683443,-5.5731,-0.3284754,LOC100507855///AK4,"adenylate kinase 4, mitochondrial-like///adenylate kinase 4"
218466_at,0.8163,0.5001467,0.683107,-5.57331,0.2541629,TBC1D17,TBC1 domain family member 17
216598_s_at,0.8163,0.5001607,-0.683085,-5.57333,-0.166055,CCL2,C-C motif chemokine ligand 2
208943_s_at,0.8163,0.500201,0.68302,-5.57337,0.2726062,SEC62,"SEC62 homolog, preprotein translocation factor"
201373_at,0.8163,0.5002801,-0.682893,-5.57345,-0.1548683,PLEC,plectin
220942_x_at,0.8163,0.5002857,-0.682884,-5.57346,-0.3282996,FAM162A,family with sequence similarity 162 member A
212631_at,0.8163,0.500296,-0.682867,-5.57347,-0.1986525,STX7,syntaxin 7
214299_at,0.8164,0.50041,0.682684,-5.57358,0.1324387,TOP3A,topoisomerase (DNA) III alpha
221849_s_at,0.8164,0.5004107,0.682683,-5.57358,0.1365171,DCAF15,DDB1 and CUL4 associated factor 15
209351_at,0.8165,0.5005382,-0.682478,-5.57371,-0.6910813,KRT14,keratin 14
213843_x_at,0.8165,0.5005871,-0.6824,-5.57376,-0.3586925,SLC6A8,solute carrier family 6 member 8
212694_s_at,0.8165,0.5006362,-0.682321,-5.57381,-0.3053775,PCCB,propionyl-CoA carboxylase beta subunit
202154_x_at,0.8165,0.5006576,-0.682286,-5.57383,-0.254985,TUBB3,tubulin beta 3 class III
215555_at,0.8165,0.5006954,0.682226,-5.57387,0.1310775,,
220192_x_at,0.8165,0.5007262,-0.682176,-5.5739,-0.4106188,SPDEF,SAM pointed domain containing ETS transcription factor
221376_at,0.8166,0.5008801,-0.681929,-5.57406,-0.1827962,FGF17,fibroblast growth factor 17
215709_at,0.8166,0.5009057,-0.681888,-5.57408,-0.1074583,PRIM2B///PRIM2,primase (DNA) subunit 2 pseudogene///primase (DNA) subunit 2
207973_x_at,0.8166,0.5009188,0.681867,-5.5741,0.1447217,ACRV1,acrosomal vesicle protein 1
214999_s_at,0.8166,0.5010075,0.681724,-5.57419,0.1175225,RAB11FIP3,RAB11 family interacting protein 3
211300_s_at,0.8166,0.5010179,-0.681708,-5.5742,-0.2992838,TP53,tumor protein p53
222188_at,0.8166,0.5010208,-0.681703,-5.5742,-0.0724775,TRMO,tRNA methyltransferase O
216938_x_at,0.8166,0.5010602,-0.68164,-5.57424,-0.1850167,DRD2,dopamine receptor D2
204832_s_at,0.8166,0.501098,-0.681579,-5.57428,-0.1987512,BMPR1A,bone morphogenetic protein receptor type 1A
221530_s_at,0.8166,0.5011574,0.681484,-5.57434,0.3478263,BHLHE41,basic helix-loop-helix family member e41
209934_s_at,0.8166,0.5011896,0.681432,-5.57437,0.1019708,ATP2C1,ATPase secretory pathway Ca2+ transporting 1
205703_at,0.8166,0.5011926,-0.681427,-5.57437,-0.0723475,ATP6V0A2,ATPase H+ transporting V0 subunit a2
221201_s_at,0.8166,0.5012402,-0.681351,-5.57442,-0.0885354,ZNF155,zinc finger protein 155
216102_at,0.8167,0.5012965,-0.681261,-5.57448,-0.1607788,PHLDB1,pleckstrin homology like domain family B member 1
202219_at,0.8168,0.5014372,0.681035,-5.57462,0.2603688,SLC6A8,solute carrier family 6 member 8
209125_at,0.8169,0.5015065,-0.680924,-5.57469,-0.7309575,KRT6A,keratin 6A
205729_at,0.8169,0.5015512,-0.680852,-5.57474,-0.1609063,OSMR,oncostatin M receptor
219285_s_at,0.817,0.5017442,-0.680542,-5.57493,-0.1420192,NIN,ninein
212550_at,0.817,0.5018312,-0.680403,-5.57502,-0.2003871,STAT5B,signal transducer and activator of transcription 5B
213629_x_at,0.817,0.5018958,0.680299,-5.57508,0.4156379,MT1F,metallothionein 1F
36004_at,0.817,0.501941,-0.680227,-5.57513,-0.1434142,IKBKG,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma"
200888_s_at,0.817,0.5019625,0.680192,-5.57515,0.3255312,SNORA21///RPL23,"small nucleolar RNA, H/ACA box 21///ribosomal protein L23"
219250_s_at,0.817,0.5021011,-0.67997,-5.57529,-0.2091692,FLRT3,fibronectin leucine rich transmembrane protein 3
219750_at,0.817,0.502154,0.679885,-5.57534,0.1074658,TMEM144,transmembrane protein 144
208027_s_at,0.817,0.5021978,0.679815,-5.57539,0.07617,TLL2,tolloid like 2
211985_s_at,0.817,0.5022662,0.679705,-5.57546,0.4861842,CALM3///CALM2///CALM1,calmodulin 3///calmodulin 2///calmodulin 1
222231_s_at,0.817,0.5022742,0.679692,-5.57546,0.3506454,LRRC59,leucine rich repeat containing 59
201288_at,0.817,0.5023467,0.679576,-5.57554,0.2854054,ARHGDIB,Rho GDP dissociation inhibitor beta
202278_s_at,0.817,0.5024329,0.679438,-5.57562,0.2494129,SPTLC1,serine palmitoyltransferase long chain base subunit 1
212215_at,0.817,0.5024442,0.67942,-5.57564,0.2696204,PREPL,prolyl endopeptidase-like
204966_at,0.817,0.5024575,0.679399,-5.57565,0.1304458,ADGRB2,adhesion G protein-coupled receptor B2
219934_s_at,0.817,0.5025385,-0.679269,-5.57573,-0.0946354,SULT1E1,sulfotransferase family 1E member 1
216320_x_at,0.817,0.5025801,0.679202,-5.57577,0.2816079,MST1,macrophage stimulating 1
210326_at,0.817,0.5026082,-0.679157,-5.5758,-0.1651546,AGXT,alanine-glyoxylate aminotransferase
213359_at,0.817,0.5026126,0.67915,-5.57581,0.2754375,HNRNPD,heterogeneous nuclear ribonucleoprotein D
209094_at,0.817,0.5026955,-0.679017,-5.57589,-0.364135,DDAH1,dimethylarginine dimethylaminohydrolase 1
AFFX-r2-Ec-bioB-M_at,0.817,0.5027064,0.679,-5.5759,0.4761637,,
213391_at,0.817,0.5027468,0.678935,-5.57594,0.2396817,DPY19L4,dpy-19 like 4 (C. elegans)
218129_s_at,0.817,0.5028391,0.678787,-5.57603,0.1495296,NFYB,nuclear transcription factor Y subunit beta
221992_at,0.817,0.5028508,-0.678768,-5.57604,-0.2102962,NPIPB15,nuclear pore complex interacting protein family member B15
215288_at,0.817,0.5028787,-0.678724,-5.57607,-0.1480792,TRPC2,"transient receptor potential cation channel subfamily C member 2, pseudogene"
219985_at,0.817,0.5028948,-0.678698,-5.57609,-0.2716004,HS3ST3A1,heparan sulfate-glucosamine 3-sulfotransferase 3A1
211654_x_at,0.817,0.5029086,-0.678676,-5.5761,-0.3455867,HLA-DQB1,"major histocompatibility complex, class II, DQ beta 1"
217712_at,0.817,0.5029179,-0.678661,-5.57611,-0.1539675,,
203712_at,0.817,0.5029369,0.67863,-5.57613,0.17129,PUM3,pumilio RNA binding family member 3
215885_at,0.817,0.5029462,-0.678615,-5.57614,-0.1031596,SSX2B,SSX family member 2B
207280_at,0.817,0.5029485,-0.678612,-5.57614,-0.1231433,RNF185-AS1,RNF185 antisense RNA 1
217356_s_at,0.817,0.5030024,-0.678525,-5.5762,-0.6617883,PGK1,phosphoglycerate kinase 1
219694_at,0.817,0.5030066,0.678519,-5.5762,0.1254992,FAM105A,family with sequence similarity 105 member A
207780_at,0.817,0.5030168,-0.678502,-5.57621,-0.0829125,CYLC2,cylicin 2
203531_at,0.817,0.5030181,0.6785,-5.57621,0.3100567,CUL5,cullin 5
214167_s_at,0.817,0.5030545,-0.678442,-5.57625,-0.3165096,RPLP0,ribosomal protein lateral stalk subunit P0
205599_at,0.817,0.5030835,0.678395,-5.57628,0.1651179,TRAF1,TNF receptor associated factor 1
213948_x_at,0.817,0.5031604,-0.678272,-5.57636,-0.0964738,CADM3,cell adhesion molecule 3
221617_at,0.817,0.5032596,0.678113,-5.57646,0.119435,TAF9B,TATA-box binding protein associated factor 9b
216191_s_at,0.817,0.5033229,0.678012,-5.57652,0.1077212,TRDV3,T cell receptor delta variable 3
215468_at,0.817,0.5033462,0.677975,-5.57654,0.1029646,LOC647070,"nascent polypeptide-associated complex subunit alpha, muscle-specific form-like"
201536_at,0.817,0.5033523,0.677965,-5.57655,0.2173008,DUSP3,dual specificity phosphatase 3
205118_at,0.817,0.5033524,-0.677965,-5.57655,-0.0760983,FPR1,formyl peptide receptor 1
212588_at,0.817,0.5033536,0.677963,-5.57655,0.2819508,PTPRC,"protein tyrosine phosphatase, receptor type C"
203179_at,0.817,0.5033577,0.677956,-5.57655,0.1636879,GALT,galactose-1-phosphate uridylyltransferase
209325_s_at,0.817,0.50339,-0.677905,-5.57659,-0.1381233,RGS16,regulator of G-protein signaling 16
200970_s_at,0.817,0.5034186,-0.677859,-5.57661,-0.3970729,SERP1,stress-associated endoplasmic reticulum protein 1
215905_s_at,0.817,0.503429,-0.677842,-5.57663,-0.2097771,SNRNP40,small nuclear ribonucleoprotein U5 subunit 40
221513_s_at,0.817,0.5034435,-0.677819,-5.57664,-0.1869371,ALG11///UTP14A///UTP14C,"ALG11, alpha-1,2-mannosyltransferase///UTP14A small subunit processome component///UTP14, small subunit processome component homolog C (S. cerevisiae)"
217322_x_at,0.817,0.5034651,-0.677784,-5.57666,-0.1877275,,
211368_s_at,0.817,0.5034826,-0.677756,-5.57668,-0.2107271,CASP1,caspase 1
216811_at,0.817,0.5035015,-0.677726,-5.5767,-0.1602067,,
202785_at,0.817,0.5035109,-0.677711,-5.57671,-0.1735917,NDUFA7,NADH:ubiquinone oxidoreductase subunit A7
212448_at,0.817,0.5035763,-0.677606,-5.57677,-0.1539942,NEDD4L,"neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase"
220263_at,0.8171,0.5036976,-0.677412,-5.57689,-0.1294567,SMAD5-AS1,SMAD5 antisense RNA 1
221676_s_at,0.8171,0.5037378,-0.677348,-5.57694,-0.2876575,CORO1C,coronin 1C
213630_at,0.8171,0.5037693,0.677297,-5.57697,0.170395,NACAD,NAC alpha domain containing
213680_at,0.8171,0.5038888,-0.677106,-5.57709,-0.6339179,KRT6B,keratin 6B
209576_at,0.8171,0.5039348,0.677033,-5.57713,0.278055,GNAI1,G protein subunit alpha i1
213047_x_at,0.8171,0.5039881,0.676947,-5.57719,0.576475,SETSIP///SET,SET-like protein///SET nuclear proto-oncogene
221282_x_at,0.8171,0.504019,-0.676898,-5.57722,-0.1253725,RUNX2,runt related transcription factor 2
201901_s_at,0.8171,0.5040398,-0.676865,-5.57724,-0.2502796,YY1,YY1 transcription factor
211536_x_at,0.8171,0.5041213,-0.676734,-5.57732,-0.3284104,MAP3K7,mitogen-activated protein kinase kinase kinase 7
211698_at,0.8171,0.5041706,0.676655,-5.57737,0.1458137,EID1,EP300 interacting inhibitor of differentiation 1
221484_at,0.8171,0.5041735,-0.676651,-5.57737,-0.2286058,B4GALT5,"beta-1,4-galactosyltransferase 5"
204513_s_at,0.8171,0.5041928,-0.67662,-5.57739,-0.1780442,ELMO1,engulfment and cell motility 1
221309_at,0.8171,0.5042438,-0.676538,-5.57744,-0.1469942,RBM17,RNA binding motif protein 17
209058_at,0.8171,0.5042814,0.676478,-5.57748,0.2313883,EDF1,endothelial differentiation related factor 1
216078_at,0.8171,0.5042959,-0.676455,-5.57749,-0.1534329,,
215144_at,0.8171,0.5042991,-0.67645,-5.5775,-0.1331479,,
221637_s_at,0.8171,0.5043117,0.67643,-5.57751,0.1898004,C11orf98///LBHD1,chromosome 11 open reading frame 98///LBH domain containing 1
205812_s_at,0.8171,0.5043198,0.676417,-5.57752,0.2930437,TMED9,transmembrane p24 trafficking protein 9
211930_at,0.8171,0.5043422,-0.676381,-5.57754,-0.1651433,HNRNPA3,heterogeneous nuclear ribonucleoprotein A3
202140_s_at,0.8171,0.5043566,-0.676358,-5.57755,-0.15602,CLK3,CDC like kinase 3
213323_s_at,0.8171,0.5044184,-0.676259,-5.57762,-0.1341042,ZC3H7B,zinc finger CCCH-type containing 7B
211389_x_at,0.8171,0.50456,-0.676032,-5.57776,-0.1224317,KIR3DS1,"killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1"
216943_at,0.8171,0.5045906,-0.675984,-5.57779,-0.1484729,,
206656_s_at,0.8171,0.5046284,0.675923,-5.57783,0.2914446,APMAP,adipocyte plasma membrane associated protein
220955_x_at,0.8171,0.5046304,-0.67592,-5.57783,-0.2814804,RAB23,"RAB23, member RAS oncogene family"
208762_at,0.8171,0.5046456,0.675896,-5.57784,0.1004012,SUMO1,small ubiquitin-like modifier 1
219519_s_at,0.8171,0.5046725,-0.675853,-5.57787,-0.1593013,SIGLEC1,sialic acid binding Ig like lectin 1
203344_s_at,0.8171,0.5046761,-0.675847,-5.57787,-0.2882825,RBBP8,"RB binding protein 8, endonuclease"
201462_at,0.8171,0.5047009,0.675807,-5.5779,0.2688083,SCRN1,secernin 1
214633_at,0.8172,0.5047533,-0.675723,-5.57795,-0.0956767,SOX3,SRY-box 3
220133_at,0.8172,0.5047922,-0.675661,-5.57799,-0.0977558,ODAM,"odontogenic, ameloblast asssociated"
216179_x_at,0.8172,0.5048856,0.675512,-5.57808,0.1246363,,
211761_s_at,0.8172,0.5048968,0.675494,-5.57809,0.2367429,CACYBP,calcyclin binding protein
213534_s_at,0.8172,0.5049104,-0.675472,-5.57811,-0.1731646,PASK,PAS domain containing serine/threonine kinase
221225_at,0.8172,0.5049725,-0.675373,-5.57817,-0.1139138,DCAKD,dephospho-CoA kinase domain containing
202788_at,0.8173,0.5050569,-0.675238,-5.57825,-0.2523654,MAPKAPK3,mitogen-activated protein kinase-activated protein kinase 3
220153_at,0.8173,0.5050678,-0.675221,-5.57826,-0.1371013,ENTPD7,ectonucleoside triphosphate diphosphohydrolase 7
201305_x_at,0.8173,0.5051404,-0.675105,-5.57834,-0.1932717,ANP32B,acidic nuclear phosphoprotein 32 family member B
205881_at,0.8176,0.5054077,0.674677,-5.5786,0.1142067,ZNF74,zinc finger protein 74
205032_at,0.8176,0.505411,-0.674672,-5.57861,-0.16762,ITGA2,integrin subunit alpha 2
200909_s_at,0.8177,0.5054642,0.674587,-5.57866,0.2081533,SNORA52///RPLP2,"small nucleolar RNA, H/ACA box 52///ribosomal protein lateral stalk subunit P2"
220757_s_at,0.8178,0.5055861,-0.674392,-5.57878,-0.1528204,MIR4746///UBXN6,microRNA 4746///UBX domain protein 6
217666_at,0.8178,0.5055993,0.674371,-5.57879,0.1239871,,
220744_s_at,0.8179,0.5057459,0.674137,-5.57894,0.2520446,LOC101927266///IFT122,intraflagellar transport protein 122 homolog///intraflagellar transport 122
214109_at,0.818,0.5058106,-0.674034,-5.57901,-0.3088929,LRBA,LPS responsive beige-like anchor protein
215094_at,0.818,0.5058741,0.673933,-5.57907,0.0788204,SPICE1,spindle and centriole associated protein 1
33760_at,0.818,0.5059283,-0.673846,-5.57912,-0.0789063,PEX14,peroxisomal biogenesis factor 14
209468_at,0.818,0.5059865,-0.673753,-5.57918,-0.2056404,LRP5,LDL receptor related protein 5
216711_s_at,0.818,0.5059935,-0.673742,-5.57919,-0.1355408,TAF1,TATA-box binding protein associated factor 1
214970_s_at,0.8182,0.506128,-0.673527,-5.57932,-0.0809821,ST6GAL1,"ST6 beta-galactoside alpha-2,6-sialyltransferase 1"
213279_at,0.8182,0.5061679,0.673463,-5.57936,0.2177925,DHRS1,dehydrogenase/reductase 1
203329_at,0.8182,0.506217,0.673385,-5.57941,0.3219329,PTPRM,"protein tyrosine phosphatase, receptor type M"
55093_at,0.8182,0.5062578,0.67332,-5.57945,0.1944042,CHPF2,chondroitin polymerizing factor 2
201049_s_at,0.8182,0.5063022,0.673249,-5.57949,0.189,RPS18,ribosomal protein S18
